0.1,1,1,0.8488
0.15,1,1,0.8036
0.2,1,1,0.8662
0.25,1,1,0.9609
0.3,1,1,1.007
0.35,1,1,1.198
0.4,1,1,1.39049
0.45,1,1,1.57603
0.5,1,1,1.69963
0.55,1,1,2.11675
0.6,1,1,2.87142
0.65,1,1,3.45355
0.7,1,1,6.85581
0.1,1,2,0.7683
0.15,1,2,0.7419
0.2,1,2,0.7842
0.25,1,2,0.8355
0.3,1,2,0.8262
0.35,1,2,0.9524
0.4,1,2,0.977582
0.45,1,2,1.02662
0.5,1,2,1.10977
0.55,1,2,1.29222
0.6,1,2,1.32799
0.65,1,2,1.411242
0.7,1,2,1.72964
0.1,1,3,0.6452
0.15,1,3,0.6442
0.2,1,3,0.6335
0.25,1,3,0.618
0.3,1,3,0.6235
0.35,1,3,0.5897
0.4,1,3,0.592969
0.45,1,3,0.578654
0.5,1,3,0.562288
0.55,1,3,0.530765
0.6,1,3,0.513602
0.65,1,3,0.502413
0.7,1,3,0.474874
0.1,5,1,4.4244
0.15,5,1,4.018
0.2,5,1,4.331
0.25,5,1,4.805
0.3,5,1,5.033
0.35,5,1,5.992
0.4,5,1,6.95245
0.45,5,1,7.88013
0.5,5,1,8.49816
0.55,5,1,10.5837
0.6,5,1,14.357
0.65,5,1,17.2678
0.1,5,2,3.841
0.15,5,2,3.709
0.2,5,2,3.921
0.25,5,2,4.177
0.3,5,2,4.131
0.35,5,2,4.762
0.4,5,2,4.88791
0.45,5,2,5.13308
0.5,5,2,5.54886
0.55,5,2,6.4611
0.6,5,2,6.63997
0.65,5,2,7.06209
0.7,5,2,8.64819
0.1,5,3,3.226
0.15,5,3,3.221
0.2,5,3,3.167
0.25,5,3,3.09
0.3,5,3,3.118
0.35,5,3,2.94
0.4,5,3,2.96484
0.45,5,3,2.89327
0.5,5,3,2.81144
0.55,5,3,2.65382
0.6,5,3,2.56801
0.65,5,3,2.51206
0.7,5,3,2.37437
